"time_stamp","size","size_on_disk"
1534431359.6015718,912,2120178882
1534431359.6015751,912,2120178882
1534431359.6015785,912,2120178882
1534431359.6015818,912,2120178882
1534431359.6015854,912,2120178882
1534431359.6015887,912,2120178882
1534431359.6015923,912,2120178882
1534431359.6015959,912,2120178882
1534431359.6015995,912,2120178882
1534431359.6016028,912,2120178882
1534431359.6016064,912,2120178882
1534431359.6016097,912,2120178882
1534431359.6016133,912,2120178882
1534431359.6016166,912,2120178882
1534431359.6016202,912,2120178882
1534431359.6016235,912,2120178882
1534431359.601627,912,2120178882
1534431359.6016304,912,2120178882
1534431359.6016338,912,2120178882
1534431359.6016374,912,2120178882
1534431359.6016407,912,2120178882
1534431359.6016443,912,2120178882
1534431359.6016476,912,2120178882
1534431359.601651,912,2120178882
1534431359.6016543,912,2120178882
1534431359.6016579,912,2120178882
1534431359.6016612,912,2120178882
1534431359.6016648,912,2120178882
1534431359.6016684,912,2120178882
1534431359.6016717,912,2120178882
1534431359.601675,912,2120178882
1534431359.6016784,912,2120178882
1534431359.601682,912,2120178882
1534431359.6016853,912,2120178882
1534431359.6016889,912,2120178882
1534431359.6016922,912,2120178882
1534431359.6016955,912,2120178882
1534431359.601699,912,2120178882
1534431359.601703,912,2120178882
1534431359.6017063,912,2120178882
1534431359.6017098,912,2120178882
1534431359.6017137,912,2120178882
1534431359.6017172,912,2120178882
1534431359.6017206,912,2120178882
1534431359.6017241,912,2120178882
1534431359.6017275,912,2120178882
1534431359.601731,912,2120178882
1534431359.6017346,912,2120178882
1534431359.601738,912,2120178882
1534431359.6017416,912,2120178882
1534431359.601745,912,2120178882
1534431359.6017485,912,2120178882
1534431359.601752,912,2120178882
1534431359.6017554,912,2120178882
1534431359.601759,912,2120178882
1534431359.6017623,912,2120178882
1534431359.6017659,912,2120178882
1534431359.6017697,912,2120178882
1534431359.601773,912,2120178882
1534431359.6017766,912,2120178882
1534431359.60178,912,2120178882
1534431359.6017835,912,2120178882
1534431359.6017869,912,2120178882
1534431359.6017904,912,2120178882
1534431359.6017938,912,2120178882
1534431359.601797,912,2120178882
1534431359.6018004,912,2120178882
1534431359.601804,912,2120178882
1534431365.1944585,912,2120202090
1534431365.1944654,912,2120202090
1534431365.1944695,912,2120202090
1534431365.1944735,912,2120202090
1534431365.194477,912,2120202090
1534431365.1944807,912,2120202090
1534431365.194484,912,2120202090
1534431365.1944876,912,2120202090
1534431365.194491,912,2120202090
1534431365.1944947,912,2120202090
1534431365.1944985,912,2120202090
1534431365.1945019,912,2120202090
1534431365.1945052,912,2120202090
1534431365.1945086,912,2120202090
1534431365.1945121,912,2120202090
1534431365.1945155,912,2120202090
1534431365.1945188,912,2120202090
1534431365.1945224,912,2120202090
1534431365.1945257,912,2120202090
1534431365.194529,912,2120202090
1534431365.1945324,912,2120202090
1534431365.194536,912,2120202090
1534431365.1945393,912,2120202090
1534431365.1945426,912,2120202090
1534431365.194546,912,2120202090
1534431365.1945496,912,2120202090
1534431365.1945531,912,2120202090
1534431365.1945565,912,2120202090
1534431365.19456,912,2120202090
1534431365.1945634,912,2120202090
1534431365.194567,912,2120202090
1534431365.1945703,912,2120202090
1534431365.1945736,912,2120202090
1534431365.194577,912,2120202090
1534431365.1945803,912,2120202090
1534431365.194584,912,2120202090
1534431365.1945875,912,2120202090
1534431365.1945908,912,2120202090
1534431365.1945941,912,2120202090
1534431365.194598,912,2120202090
1534431365.1946015,912,2120202090
1534431365.1946049,912,2120202090
1534431365.1946092,912,2120202090
1534431365.1946125,912,2120202090
1534431365.1946158,912,2120202090
1534431365.1946192,912,2120202090
1534431365.1946225,912,2120202090
1534431365.194626,912,2120202090
1534431365.1946297,912,2120202090
1534431365.194633,912,2120202090
1534431365.1946363,912,2120202090
1534431365.19464,912,2120202090
1534431365.1946433,912,2120202090
1534431365.1946466,912,2120202090
1534431365.19465,912,2120202090
1534431365.1946533,912,2120202090
1534431365.1946566,912,2120202090
1534431365.1946602,912,2120202090
1534431365.1946635,912,2120202090
1534431365.194667,912,2120202090
1534431365.1946704,912,2120202090
1534431365.1946738,912,2120202090
1534431365.1946769,912,2120202090
1534431365.1946802,912,2120202090
1534431365.1946838,912,2120202090
1534431365.1946871,912,2120202090
1534431365.1946907,912,2120202090
1534431365.194694,912,2120202090
1534431365.1946976,912,2120202090
1534431365.194701,912,2120202090
1534431365.1947045,912,2120202090
1534431365.1947079,912,2120202090
1534431365.1947112,912,2120202090
1534431365.194715,912,2120202090
1534431365.1947184,912,2120202090
1534431365.1947217,912,2120202090
1534431365.194725,912,2120202090
1534431365.1947284,912,2120202090
1534431365.1947317,912,2120202090
1534431365.194735,912,2120202090
1534431365.1947386,912,2120202090
1534431365.1947422,912,2120202090
1534431365.1947455,912,2120202090
1534431365.194749,912,2120202090
1534431365.1947527,912,2120202090
1534431365.194756,912,2120202090
1534431365.1947596,912,2120202090
1534431365.1947632,912,2120202090
1534431365.1947665,912,2120202090
1534431365.1947703,912,2120202090
1534431365.1947737,912,2120202090
1534431365.194777,912,2120202090
1534431365.1947803,912,2120202090
1534431365.194784,912,2120202090
1534431365.1947873,912,2120202090
1534431365.1947906,912,2120202090
1534431365.1947942,912,2120202090
1534431365.1947975,912,2120202090
1534431365.194801,912,2120202090
1534431365.1948044,912,2120202090
1534431369.0794425,912,2120225288
1534431369.0794494,912,2120225288
1534431369.0794537,912,2120225288
1534431369.0794573,912,2120225288
1534431369.079461,912,2120225288
1534431369.0794647,912,2120225288
1534431369.0794683,912,2120225288
1534431369.0794718,912,2120225288
1534431369.0794752,912,2120225288
1534431369.079479,912,2120225288
1534431369.0794826,912,2120225288
1534431369.0794861,912,2120225288
1534431369.0794897,912,2120225288
1534431369.0794933,912,2120225288
1534431369.079497,912,2120225288
1534431369.079501,912,2120225288
1534431369.079504,912,2120225288
1534431369.0795078,912,2120225288
1534431369.0795116,912,2120225288
1534431369.0795155,912,2120225288
1534431369.0795188,912,2120225288
1534431369.0795224,912,2120225288
1534431369.079526,912,2120225288
1534431369.0795293,912,2120225288
1534431369.0795329,912,2120225288
1534431369.0795362,912,2120225288
1534431369.07954,912,2120225288
1534431369.0795436,912,2120225288
1534431369.079547,912,2120225288
1534431369.0795505,912,2120225288
1534431369.079554,912,2120225288
1534431369.0795574,912,2120225288
1534431369.079561,912,2120225288
1534431369.0795646,912,2120225288
1534431369.079568,912,2120225288
1534431369.0795715,912,2120225288
1534431369.079575,912,2120225288
1534431369.0795784,912,2120225288
1534431369.079582,912,2120225288
1534431369.0795856,912,2120225288
1534431369.0795891,912,2120225288
1534431369.0795925,912,2120225288
1534431369.079596,912,2120225288
1534431369.0795996,912,2120225288
1534431369.0796032,912,2120225288
1534431369.0796068,912,2120225288
1534431369.07961,912,2120225288
1534431369.0796137,912,2120225288
1534431369.0796173,912,2120225288
1534431369.0796206,912,2120225288
1534431369.0796242,912,2120225288
1534431369.0796275,912,2120225288
1534431369.0796313,912,2120225288
1534431369.079635,912,2120225288
1534431369.0796385,912,2120225288
1534431369.0796418,912,2120225288
1534431369.0796454,912,2120225288
1534431369.079649,912,2120225288
1534431369.0796523,912,2120225288
1534431369.0796561,912,2120225288
1534431369.0796597,912,2120225288
1534431369.079663,912,2120225288
1534431369.0796666,912,2120225288
1534431369.0796702,912,2120225288
1534431369.0796738,912,2120225288
1534431369.079677,912,2120225288
1534431369.079681,912,2120225288
1534431369.0796845,912,2120225288
1534431369.0796883,912,2120225288
1534431369.079692,912,2120225288
1534431369.0796955,912,2120225288
1534431369.079699,912,2120225288
1534431369.0797026,912,2120225288
1534431369.0797064,912,2120225288
1534431369.0797098,912,2120225288
1534431369.0797133,912,2120225288
1534431369.079717,912,2120225288
1534431369.0797205,912,2120225288
1534431369.0797243,912,2120225288
1534431369.079728,912,2120225288
1534431369.0797315,912,2120225288
1534431369.079735,912,2120225288
1534431369.0797386,912,2120225288
1534431369.0797422,912,2120225288
1534431369.0797458,912,2120225288
1534431369.0797493,912,2120225288
1534431369.079753,912,2120225288
1534431369.0797563,912,2120225288
1534431369.0797598,912,2120225288
1534431369.0797637,912,2120225288
1534431369.0797672,912,2120225288
1534431369.0797708,912,2120225288
1534431369.0797744,912,2120225288
1534431369.079778,912,2120225288
1534431369.0797815,912,2120225288
1534431369.0797849,912,2120225288
1534431369.0797884,912,2120225288
1534431369.079792,912,2120225288
1534431369.0797954,912,2120225288
1534431369.079799,912,2120225288
1534431373.0241349,912,2120248482
1534431373.0241416,912,2120248482
1534431373.0241456,912,2120248482
1534431373.0241492,912,2120248482
1534431373.0241528,912,2120248482
1534431373.0241563,912,2120248482
1534431373.02416,912,2120248482
1534431373.024163,912,2120248482
1534431373.0241666,912,2120248482
1534431373.02417,912,2120248482
1534431373.0241735,912,2120248482
1534431373.024177,912,2120248482
1534431373.0241807,912,2120248482
1534431373.024184,912,2120248482
1534431373.0241876,912,2120248482
1534431373.024191,912,2120248482
1534431373.0241945,912,2120248482
1534431373.0241978,912,2120248482
1534431373.0242012,912,2120248482
1534431373.0242047,912,2120248482
1534431373.024208,912,2120248482
1534431373.0242114,912,2120248482
1534431373.0242147,912,2120248482
1534431373.0242183,912,2120248482
1534431373.0242217,912,2120248482
1534431373.0242252,912,2120248482
1534431373.0242286,912,2120248482
1534431373.0242321,912,2120248482
1534431373.0242355,912,2120248482
1534431373.0242388,912,2120248482
1534431373.0242424,912,2120248482
1534431373.0242457,912,2120248482
1534431373.024249,912,2120248482
1534431373.024253,912,2120248482
1534431373.0242565,912,2120248482
1534431373.0242598,912,2120248482
1534431373.0242636,912,2120248482
1534431373.0242667,912,2120248482
1534431373.0242703,912,2120248482
1534431373.0242739,912,2120248482
1534431373.0242772,912,2120248482
1534431373.0242805,912,2120248482
1534431373.0242841,912,2120248482
1534431373.0242875,912,2120248482
1534431373.024291,912,2120248482
1534431373.0242946,912,2120248482
1534431373.024298,912,2120248482
1534431373.0243015,912,2120248482
1534431373.0243049,912,2120248482
1534431373.0243082,912,2120248482
1534431373.0243115,912,2120248482
1534431373.0243149,912,2120248482
1534431373.0243185,912,2120248482
1534431373.0243218,912,2120248482
1534431373.0243251,912,2120248482
1534431373.0243285,912,2120248482
1534431373.0243318,912,2120248482
1534431373.0243351,912,2120248482
1534431373.0243385,912,2120248482
1534431373.0243423,912,2120248482
1534431373.0243456,912,2120248482
1534431373.024349,912,2120248482
1534431373.0243526,912,2120248482
1534431373.024356,912,2120248482
1534431373.0243592,912,2120248482
1534431373.0243626,912,2120248482
1534431373.024366,912,2120248482
1534431373.0243692,912,2120248482
1534431373.0243726,912,2120248482
1534431373.024376,912,2120248482
1534431373.0243795,912,2120248482
1534431373.0243828,912,2120248482
1534431373.024386,912,2120248482
1534431373.0243938,912,2120248482
1534431373.0243971,912,2120248482
1534431373.0244002,912,2120248482
1534431373.0244036,912,2120248482
1534431373.0244067,912,2120248482
1534431373.0244105,912,2120248482
1534431373.024414,912,2120248482
1534431373.0244172,912,2120248482
1534431373.024421,912,2120248482
1534431373.024424,912,2120248482
1534431373.024428,912,2120248482
1534431373.024431,912,2120248482
1534431373.0244343,912,2120248482
1534431373.0244377,912,2120248482
1534431373.024441,912,2120248482
1534431373.0244443,912,2120248482
1534431373.0244482,912,2120248482
1534431373.0244515,912,2120248482
1534431373.024455,912,2120248482
1534431373.0244584,912,2120248482
1534431373.0244617,912,2120248482
1534431373.024465,912,2120248482
1534431373.0244684,912,2120248482
1534431373.0244718,912,2120248482
1534431373.024475,912,2120248482
1534431373.0244784,912,2120248482
1534431373.0244818,912,2120248482
1534431377.0114841,912,2120271684
1534431377.0114913,912,2120271684
1534431377.0114958,912,2120271684
1534431377.0114994,912,2120271684
1534431377.0115032,912,2120271684
1534431377.0115068,912,2120271684
1534431377.0115104,912,2120271684
1534431377.0115137,912,2120271684
1534431377.0115173,912,2120271684
1534431377.0115206,912,2120271684
1534431377.0115237,912,2120271684
1534431377.0115275,912,2120271684
1534431377.011531,912,2120271684
1534431377.0115345,912,2120271684
1534431377.0115376,912,2120271684
1534431377.011541,912,2120271684
1534431377.0115445,912,2120271684
1534431377.0115478,912,2120271684
1534431377.0115514,912,2120271684
1534431377.0115547,912,2120271684
1534431377.011558,912,2120271684
1534431377.0115616,912,2120271684
1534431377.011565,912,2120271684
1534431377.0115683,912,2120271684
1534431377.011572,912,2120271684
1534431377.0115752,912,2120271684
1534431377.0115788,912,2120271684
1534431377.0115821,912,2120271684
1534431377.0115855,912,2120271684
1534431377.0115888,912,2120271684
1534431377.0115924,912,2120271684
1534431377.0115957,912,2120271684
1534431377.011599,912,2120271684
1534431377.0116024,912,2120271684
1534431377.0116057,912,2120271684
1534431377.0116093,912,2120271684
1534431377.011613,912,2120271684
1534431377.0116162,912,2120271684
1534431377.0116196,912,2120271684
1534431377.0116231,912,2120271684
1534431377.0116267,912,2120271684
1534431377.01163,912,2120271684
1534431377.0116336,912,2120271684
1534431377.011637,912,2120271684
1534431377.0116403,912,2120271684
1534431377.0116436,912,2120271684
1534431377.0116472,912,2120271684
1534431377.0116506,912,2120271684
1534431377.011654,912,2120271684
1534431377.0116575,912,2120271684
1534431377.0116608,912,2120271684
1534431377.0116642,912,2120271684
1534431377.0116675,912,2120271684
1534431377.0116708,912,2120271684
1534431377.0116744,912,2120271684
1534431377.0116777,912,2120271684
1534431377.0116816,912,2120271684
1534431377.011685,912,2120271684
1534431377.0116882,912,2120271684
1534431377.0116918,912,2120271684
1534431377.0116951,912,2120271684
1534431377.0116985,912,2120271684
1534431377.011702,912,2120271684
1534431377.0117052,912,2120271684
1534431377.0117087,912,2120271684
1534431377.011712,912,2120271684
1534431377.0117157,912,2120271684
